NameIndex,Index,LogoUrl,Name
C,466,http://static.cnbetacdn.com/topics/d6a3e78fb2cb1a3.png,cnBeta 专栏
C,472,http://static.cnbetacdn.com/topics/8a9c0ef2025ec3d.png,Cheetah 猎豹移动 / 金山安全
C,479,http://static.cnbetacdn.com/topics/3c8fef75f312629.png,cnBeta 评测室
C,525,http://static.cnbetacdn.com/topics/535e0d212683847.png,Coocaa 创维酷开
D,82,http://static.cnbetacdn.com/topics/dell.gif,DELL 戴尔
D,121,http://static.cnbetacdn.com/topics/121_dvd.gif,DVD
D,191,http://static.cnbetacdn.com/topics/daemon.gif,DAEMON Tools
D,218,http://static.cnbetacdn.com/topics/2010-4-9 8-53-08.gif,DreamMail 梦幻快车
D,253,http://static.cnbetacdn.com/topics/divx.gif,DivX Codec
D,256,http://static.cnbetacdn.com/topics/09afef83c4df10b.png,电子商务 - C2C
D,281,http://static.cnbetacdn.com/topics/d433b95e12ee781.png,电子商务 - 支付平台
D,353,http://static.cnbetacdn.com/topics/4fe416f1fb73112.png,电子商务 - B2C / B2B
D,431,http://static.cnbetacdn.com/topics/debian.gif,Debian GNU/Linux
E,54,http://static.cnbetacdn.com/topics/054_172_emule.gif,eMule
E,171,http://static.cnbetacdn.com/topics/171_emeditor.gif,emEditor
E,194,http://static.cnbetacdn.com/topics/2010-4-9 8-48-36.gif,email 电子邮件
E,229,http://static.cnbetacdn.com/topics/229_edit+.gif,Edit+
E,449,http://static.cnbetacdn.com/topics/ea.gif,EA Games
F,36,http://static.cnbetacdn.com/topics/036_ftprush.gif,FTPRush
F,72,http://static.cnbetacdn.com/topics/072_flashfxp.gif,FlashFXP
F,104,http://static.cnbetacdn.com/topics/freebsd.gif,FreeBSD
F,108,http://static.cnbetacdn.com/topics/foobar2000.gif,foobar2000
F,166,http://static.cnbetacdn.com/topics/flashget.gif,Flashget 快车
F,189,http://static.cnbetacdn.com/topics/filezilla.gif,FileZilla
F,262,http://static.cnbetacdn.com/topics/262_flashbt.gif,FlashBT
F,277,http://static.cnbetacdn.com/topics/2013-04-18_08-29-22.gif,Foxit Reader 福昕阅读器
F,280,http://static.cnbetacdn.com/topics/2010-4-9 8-57-06.gif,FeedDemon
F,363,http://static.cnbetacdn.com/topics/2010-4-9 8-55-30.gif,FastStone
F,435,http://static.cnbetacdn.com/topics/flock.gif,Flock
F,470,http://static.cnbetacdn.com/topics/2010-5-21 11-56-16.gif,Foxconn 富士康
G,52,http://static.cnbetacdn.com/topics/5d57f064cd38d29.png,Google 谷歌
G,101,http://static.cnbetacdn.com/topics/101_gnome.gif,GNOME
G,126,http://static.cnbetacdn.com/topics/GreenBrowser.GIF,GreenBrowser
G,142,http://static.cnbetacdn.com/topics/wavebuzz.gif,Google Buzz / Google Wave
G,192,http://static.cnbetacdn.com/topics/192_gtool.gif,Google Toolbar
G,215,http://static.cnbetacdn.com/topics/81f60548058a36e.png,Google Gmail
G,257,http://static.cnbetacdn.com/topics/8b6945b079f0712.png,Google Hangouts / Talk
G,275,http://static.cnbetacdn.com/topics/275_gosurf.gif,GoSURF
G,326,http://static.cnbetacdn.com/topics/google_glass.gif,Google GLASS
G,347,http://static.cnbetacdn.com/topics/b4eed2604c676bf.png,Google Maps 地图 / Earth
G,373,http://static.cnbetacdn.com/topics/b364fab401cb162.png,Google YouTube
G,443,http://static.cnbetacdn.com/topics/44095ac87755ff7.png,Google Chrome 谷歌浏览器
G,444,http://static.cnbetacdn.com/topics/fcb31c42f397c76.png,Google Android
G,486,http://static.cnbetacdn.com/topics/5f333930cf35e38.png,Google Plus
G,493,http://static.cnbetacdn.com/topics/421ad303daa6f12.png,Google Drive
H,71,http://static.cnbetacdn.com/topics/1387602536.gif,Hasee 神舟
H,122,http://static.cnbetacdn.com/topics/2010-4-9 8-35-35.gif,HyperSnap
H,150,http://static.cnbetacdn.com/topics/2009-7-25 21-49-25.gif,Hewlett-Packard 惠普
H,331,http://static.cnbetacdn.com/topics/huawei.gif,Huawei 华为
H,439,http://static.cnbetacdn.com/topics/htc.gif,HTC
I,32,http://static.cnbetacdn.com/topics/18315c240ecef87.png,Intel 英特尔
I,58,http://static.cnbetacdn.com/topics/1386209086.gif,ICQ
I,87,http://static.cnbetacdn.com/topics/2010-4-9 8-33-55.gif,IBM
I,100,http://static.cnbetacdn.com/topics/f123324517eeaaf.png,Intel Atom
I,159,http://static.cnbetacdn.com/topics/657f850ea9a33c2.png,Intel Core 英特尔酷睿
I,175,http://static.cnbetacdn.com/topics/175_sports.gif,IT与体育
I,354,http://static.cnbetacdn.com/topics/1163781012_0.gif,Internet Download Manager
I,403,http://static.cnbetacdn.com/topics/469d07f88e0e440.png,IM 即时通信
I,416,http://static.cnbetacdn.com/topics/installshield.gif,InstallShield
I,421,http://static.cnbetacdn.com/topics/6be8ef222437176.png,IT与交通
I,484,http://static.cnbetacdn.com/topics/3c4c7ccc6eb2223.jpeg,iFlyTek 科大讯飞
J,45,http://static.cnbetacdn.com/topics/1386207671.gif,警告!
K,89,http://static.cnbetacdn.com/topics/1a24fda81eaef5e.png,KDE Linux
K,102,http://static.cnbetacdn.com/topics/d27e576d0b2f9f6.png,Kingsoft 金山
K,133,http://static.cnbetacdn.com/topics/Kaspersky_logo.gif,Kaspersky 卡巴斯基
K,409,http://static.cnbetacdn.com/topics/2010-4-9 8-04-56.gif,KV 江民杀毒软件
K,415,http://static.cnbetacdn.com/topics/K-Meleon.gif,K-Meleon
K,426,http://static.cnbetacdn.com/topics/kodak.gif,Kodak 柯达
K,448,http://static.cnbetacdn.com/topics/ea0c67da79b354a.png,科学探索
K,476,http://static.cnbetacdn.com/topics/75092a8421c47be.png,Kingsoft 金山快快
K,481,http://static.cnbetacdn.com/topics/bf26083a10990b6.png,Kanbox 酷盘
L,28,http://static.cnbetacdn.com/topics/028_msg_plus.gif,历史 - Messenger Plus!
L,40,http://static.cnbetacdn.com/topics/2010-4-9 8-07-40.gif,历史 - Macromedia
L,44,http://static.cnbetacdn.com/topics/sun.gif,历史 - Sun
L,83,http://static.cnbetacdn.com/topics/8b3ccc58abe35ea.png,LG
L,84,http://static.cnbetacdn.com/topics/2009-3-23 16-09-04.gif,历史 - Napster
L,95,http://static.cnbetacdn.com/topics/linux.gif,Linux
L,103,http://static.cnbetacdn.com/topics/logitech.gif,Logitech 罗技
L,114,http://static.cnbetacdn.com/topics/2009-3-23 16-17-32.gif,历史 - NetCaptor
L,120,http://static.cnbetacdn.com/topics/stylexp.gif,历史 - TGTSoft StyleXP
L,124,http://static.cnbetacdn.com/topics/2009-3-23 15-47-55.gif,历史 - AOL Netscape
L,181,http://static.cnbetacdn.com/topics/2009-3-23 16-01-49.gif,历史 - MSN Messenger
L,199,http://static.cnbetacdn.com/topics/encarta.gif,历史 - Microsoft Encarta
L,222,http://static.cnbetacdn.com/topics/2010-4-9 8-12-12.gif,Lycos 莱科斯
L,239,http://static.cnbetacdn.com/topics/4b73d17b7ee12e2.png,Lenovo 联想
L,269,http://static.cnbetacdn.com/topics/11-12-12 10-45-49.gif,历史 - Windows 桌面搜索
L,292,http://static.cnbetacdn.com/topics/2009-3-23 15-45-04.gif,历史 - 风雷软件
L,296,http://static.cnbetacdn.com/topics/296_mess.gif,历史 - Mess Patch
L,312,http://static.cnbetacdn.com/topics/livespaces.png,历史 - Windows Live Spaces
L,319,http://static.cnbetacdn.com/topics/319_lingoes.gif,Lingoes 灵格斯
L,362,http://static.cnbetacdn.com/topics/CNClogo.gif,历史 - CNC 中国网通
L,367,http://static.cnbetacdn.com/topics/sunbird.gif,历史 - Mozilla Sunbird
L,405,http://static.cnbetacdn.com/topics/coralqq.gif,历史 - CoralQQ 珊瑚虫
L,408,http://static.cnbetacdn.com/topics/hddvd.png,历史 - HD-DVD / EVD
L,434,http://static.cnbetacdn.com/topics/sonyeric.gif,历史 - Sony-Ericsson 索尼爱立信
M,2,http://static.cnbetacdn.com/topics/msn.gif,MSN
M,4,http://static.cnbetacdn.com/topics/370fc2611e10cd8.png,Microsoft 微软
M,7,http://static.cnbetacdn.com/topics/010a860ddd55413.jpg,Microsoft Office 2003
M,15,http://static.cnbetacdn.com/topics/015_mozilla.gif,Mozilla 谋智网络
M,19,http://static.cnbetacdn.com/topics/5940d93f5d3d85e.png,媒体播放器 / 视频网站
M,20,http://static.cnbetacdn.com/topics/winamp1.gif,媒体播放器 - AOL Winamp
M,27,http://static.cnbetacdn.com/topics/12-08-24 23-47-29.gif,Microsoft Visual Studio
M,31,http://static.cnbetacdn.com/topics/08499fa2e4ee2ad.png,Microsoft Edge / IE
M,33,http://static.cnbetacdn.com/topics/13-05-22 10-51-01.gif,Microsoft SQL Server
M,34,http://static.cnbetacdn.com/topics/12-08-24 23-11-43.gif,Microsoft DirectX
M,43,http://static.cnbetacdn.com/topics/mysql.gif,MySQL
M,47,http://static.cnbetacdn.com/topics/msdotnet.png,Microsoft .NET
M,57,http://static.cnbetacdn.com/topics/1386207765.gif,Maxthon 傲游
M,61,http://static.cnbetacdn.com/topics/1379404649.gif,Microsoft Bing 必应
M,67,http://static.cnbetacdn.com/topics/mirc.gif,mIRC
M,73,http://static.cnbetacdn.com/topics/2-6-2009 9-00-24 AM.gif,Mandriva Linux
M,75,http://static.cnbetacdn.com/topics/mcafee.gif,McAfee
M,85,http://static.cnbetacdn.com/topics/13-05-22 10-44-13.gif,Microsoft XBOX
M,86,http://static.cnbetacdn.com/topics/1384414426.gif,Microsoft Skype
M,153,http://static.cnbetacdn.com/topics/mslaw.gif,Microsoft 法律相关
M,155,http://static.cnbetacdn.com/topics/msserver.gif,Microsoft 服务器相关
M,163,http://static.cnbetacdn.com/topics/e6b3d039109d32f.png,Mozilla FireFox
M,177,http://static.cnbetacdn.com/topics/msdn-tn.gif,Microsoft TechNet / MSDN
M,179,http://static.cnbetacdn.com/topics/ee892477caf2f2f.png,Microsoft Office for Mac
M,187,http://static.cnbetacdn.com/topics/MindSoft.gif,MindSoft
M,207,http://static.cnbetacdn.com/topics/ms_mouse.gif,Microsoft 硬件
M,210,http://static.cnbetacdn.com/topics/210_msnshell.gif,MSN Shell
M,211,http://static.cnbetacdn.com/topics/bbbb9e5bf63ae71.jpg,Microsoft Office 2013
M,214,http://static.cnbetacdn.com/topics/thunderbird.gif,Mozilla ThunderBird
M,223,http://static.cnbetacdn.com/topics/hyperv.gif,Microsoft Hyper-V Server
M,227,http://static.cnbetacdn.com/topics/181c4e13bc2c85c.png,Microsoft Groove / Win Media
M,251,http://static.cnbetacdn.com/topics/e8c7a684ce54509.png,Microsoft 会议
M,263,http://static.cnbetacdn.com/topics/df6099a3cc969f8.png,Microsoft Office
M,265,http://static.cnbetacdn.com/topics/cd312419c970fa9.gif,Microsoft Office 2007
M,303,http://static.cnbetacdn.com/topics/b860f1ce06d8dac.png,媒体播放器 - PPTV
M,308,http://static.cnbetacdn.com/topics/81cbb57140b6c16.png,Microsoft Zune
M,315,http://static.cnbetacdn.com/topics/kmp.gif,媒体播放器 - KMPlayer
M,322,http://static.cnbetacdn.com/topics/totolook.gif,媒体播放器 - ToToLook 偷偷看
M,329,http://static.cnbetacdn.com/topics/bd9db9c49cd6f8b.png,Microsoft Expression
M,340,http://static.cnbetacdn.com/topics/340_gom.gif,媒体播放器 - GOM Player
M,345,http://static.cnbetacdn.com/topics/2010-4-9 9-47-02.gif,媒体播放器 - UUSEE 悠视
M,359,http://static.cnbetacdn.com/topics/f4c6914dc94754b.png,Microsoft Silverlight
M,361,http://static.cnbetacdn.com/topics/d4ec24e5a8a94a1.png,Microsoft Outlook / Hotmail
M,365,http://static.cnbetacdn.com/topics/lame.gif,媒体播放器 - Lame
N,23,http://static.cnbetacdn.com/topics/nero.gif,Nero
N,55,http://static.cnbetacdn.com/topics/nvidia.gif,NVIDIA
N,90,http://static.cnbetacdn.com/topics/novell.gif,Novell
N,123,http://static.cnbetacdn.com/topics/123_transport.gif,Net Transport 网络传送带
N,147,http://static.cnbetacdn.com/topics/nokiapure.gif,NOKIA 诺基亚
N,182,http://static.cnbetacdn.com/topics/2010-4-9 9-01-29.gif,NVIDIA ForceWare
N,203,http://static.cnbetacdn.com/topics/98a1f7bd911558a.png,Netease 网易即时通 / 易信 / 云信 / POPO
N,276,http://static.cnbetacdn.com/topics/c19d2f703d66854.png,NetEase 网易
N,330,http://static.cnbetacdn.com/topics/330_nod32.gif,nod32 Antivirus
N,360,http://static.cnbetacdn.com/topics/nvlite.gif,nLite / vLite
N,442,http://static.cnbetacdn.com/topics/nikon.gif,Nikon 尼康
N,459,http://static.cnbetacdn.com/topics/f1f47d669a6d390.jpeg,NetEase 网易有道
O,48,http://static.cnbetacdn.com/topics/c058a10dee74529.png,Opera / 欧朋浏览器
O,160,http://static.cnbetacdn.com/topics/11-12-14 12-06-10.gif,Oracle Java
O,212,http://static.cnbetacdn.com/topics/outpost.gif,Outpost Firewall
O,244,http://static.cnbetacdn.com/topics/oracle.gif,Oracle 甲骨文
O,283,http://static.cnbetacdn.com/topics/opensource2.png,Open Source 开源
O,393,http://static.cnbetacdn.com/topics/openbsd.gif,OpenBSD
O,463,http://static.cnbetacdn.com/topics/1410403690.png,oppo 欧珀
O,478,http://static.cnbetacdn.com/topics/d528918b13e355c.png,Oray 花生壳
P,21,http://static.cnbetacdn.com/topics/021_php.gif,PHP
P,107,http://static.cnbetacdn.com/topics/palm.gif,Palm
P,134,http://static.cnbetacdn.com/topics/pandasec.gif,Panda Software 熊猫反病毒
P,152,http://static.cnbetacdn.com/topics/2010-4-9 9-26-01.gif,PHILIPS 飞利浦
P,270,http://static.cnbetacdn.com/topics/paintnet.gif,Paint.NET
P,352,http://static.cnbetacdn.com/topics/logo1.gif,PHPWind
P,452,http://static.cnbetacdn.com/topics/f0f20cf7abd905b.png,Panasonic 松下电器
P,208,http://static.cnbetacdn.com/topics/11-12-12 10-48-39.gif,Qihoo 奇虎鲁大师 / Windows优化大师
P,300,http://static.cnbetacdn.com/topics/a3834d45b86d6bc.png,Qihoo 奇虎 360 安全卫士
P,489,http://static.cnbetacdn.com/topics/d3b847577abfd58.png,QY 群英 CC 企业通讯
P,490,http://static.cnbetacdn.com/topics/4be38b4d1e6dd8b.png,QY 群英网络
R,8,http://static.cnbetacdn.com/topics/c223b7d11cb7d27.png,软件和应用
R,37,http://static.cnbetacdn.com/topics/redhat.gif,RedHat
R,174,http://static.cnbetacdn.com/topics/174_rising.gif,Rising 瑞星
R,337,http://static.cnbetacdn.com/topics/perfectdisk.gif,Raxco PerfectDisk
R,368,http://static.cnbetacdn.com/topics/fedora.gif,RedHat Fedora
R,369,http://static.cnbetacdn.com/topics/6b6702c2167e5a2.jpg,人物 - Steve Jobs
R,375,http://static.cnbetacdn.com/topics/d6c66b3becf1a4c.jpg,人物 - Steve Ballmer
R,388,http://static.cnbetacdn.com/topics/11-12-12 10-52-53.gif,RSS
R,412,http://static.cnbetacdn.com/topics/returnil.gif,Returnil Virtual System
R,428,http://static.cnbetacdn.com/topics/0638f8cec914846.jpg,人物 - 马云
R,453,http://static.cnbetacdn.com/topics/b603e06ab9299d5.png,人物
R,465,http://static.cnbetacdn.com/topics/11-12-14 11-52-49.gif,软件 - Sogou 搜狗浏览器
R,468,http://static.cnbetacdn.com/topics/5bb053a252214b5.png,RFID / 增强现实 / 物联网
R,488,http://static.cnbetacdn.com/topics/be31c649af25b9f.png,人物 - Tim Cook
R,498,http://static.cnbetacdn.com/topics/33f619852580e9c.png,软件 - Cheetah 猎豹浏览器
S,10,http://static.cnbetacdn.com/topics/010_klite.gif,视频网站 / 媒体播放器 - K-Lite (Mega)
S,25,http://static.cnbetacdn.com/topics/11-12-14 08-56-54.gif,Symantec 赛门铁克
S,35,http://static.cnbetacdn.com/topics/2-6-2009 2-44-00 AM.gif,视频网站 / 媒体播放器 - WinDVD
S,46,http://static.cnbetacdn.com/topics/mpc.gif,视频网站 / 媒体播放器 - MPC
S,112,http://static.cnbetacdn.com/topics/sco.gif,SCO Unix
S,115,http://static.cnbetacdn.com/topics/stardock.gif,Stardock
S,132,http://static.cnbetacdn.com/topics/jetaudio.gif,视频网站 / 媒体播放器 - JetAudio
S,145,http://static.cnbetacdn.com/topics/b1bda11791dad5d.png,视频网站 / 媒体播放器 - Real
S,151,http://static.cnbetacdn.com/topics/suse.gif,SuSE Linux / OpenSuSE
S,176,http://static.cnbetacdn.com/topics/vlc.gif,视频网站 / 媒体播放器 - VLC
S,196,http://static.cnbetacdn.com/topics/kazaa.gif,视频网站 / 媒体播放器 - KazaA
S,197,http://static.cnbetacdn.com/topics/0f3333ff586a53b.png,SONY 索尼
S,217,http://static.cnbetacdn.com/topics/srabbit.gif,Super Rabbit 超级兔子
S,220,http://static.cnbetacdn.com/topics/shanda.gif,Shanda 盛大网络
S,221,http://static.cnbetacdn.com/topics/12-19-2008 7-45-07 PM.gif,世界之窗浏览器
S,224,http://static.cnbetacdn.com/topics/224_monkeyaud.gif,视频网站 / 媒体播放器 - Monkey's Audio
S,226,http://static.cnbetacdn.com/topics/64c286d8c08ced6.png,Seagate 希捷
S,230,http://static.cnbetacdn.com/topics/05e753087a9720b.png,Smartisan 锤子科技
S,243,http://static.cnbetacdn.com/topics/fc2374718fcbb3b.png,手机
S,267,http://static.cnbetacdn.com/topics/servu_logo.gif,Serv-U
S,302,http://static.cnbetacdn.com/topics/2010-4-9 9-17-35.gif,视频网站 / 媒体播放器 - PPS
S,305,http://static.cnbetacdn.com/topics/0434e92805fc85d.png,视点·观察
S,371,http://static.cnbetacdn.com/topics/d807a9ee35b0a33.png,Samsung 三星
S,385,http://static.cnbetacdn.com/topics/sogou.gif,Sogou 搜狗
S,455,http://static.cnbetacdn.com/topics/aff5dfe89143f51.png,SNS 社交网络
S,457,http://static.cnbetacdn.com/topics/9a5013f3da290e7.png,SHARP 夏普
S,502,http://static.cnbetacdn.com/topics/7ed2e10fff7b92a.png,手机 - 读者手机
S,510,http://static.cnbetacdn.com/topics/382ac8a6d95f5b2.png,手机 - UMI 优米
S,511,http://static.cnbetacdn.com/topics/c6e723a194d6639.png,手机 - IUNI
T,18,http://static.cnbetacdn.com/topics/ac145a46763ca90.png,Tencent 腾讯 QQ
T,138,http://static.cnbetacdn.com/topics/communication.png,通信技术
T,173,http://static.cnbetacdn.com/topics/2009-3-23 12-06-35.gif,Tencent 腾讯其他产品
T,204,http://static.cnbetacdn.com/topics/tuneup.gif,TuneUp Utilities
T,237,http://static.cnbetacdn.com/topics/237_trendm.gif,Trend Micro 趋势科技
T,274,http://static.cnbetacdn.com/topics/a96b14c1af76d84.png,Tencent 腾讯
T,278,http://static.cnbetacdn.com/topics/tweakassist.gif,TweakAssist 全能助手
T,341,http://static.cnbetacdn.com/topics/tuotu.gif,TuoTu 脱兔
T,344,http://static.cnbetacdn.com/topics/tc.gif,Total Commander
T,372,http://static.cnbetacdn.com/topics/f7253b1620d4228.png,通信运营商
T,422,http://static.cnbetacdn.com/topics/0f975693732be0a.png,the United States 美国
T,437,http://static.cnbetacdn.com/topics/8ea35a0d30b126d.png,通信技术 - 4G/LTE
T,482,http://static.cnbetacdn.com/topics/76cd1c2430462b6.png,Top10 十大
U,68,http://static.cnbetacdn.com/topics/ue.gif,UltraEdit
U,225,http://static.cnbetacdn.com/topics/ultraiso.gif,UltraISO
U,317,http://static.cnbetacdn.com/topics/55009e39a340cfe.png,Ubuntu
U,339,http://static.cnbetacdn.com/topics/2010-4-9 9-52-08.gif,uTorrent
U,446,http://static.cnbetacdn.com/topics/12dfadf4598e2d1.png,USB 通用串行总线
U,458,http://static.cnbetacdn.com/topics/679b45a6e61b775.png,UC 优视浏览器
U,461,http://static.cnbetacdn.com/topics/2010-4-9 9-48-18.gif,Updrv 驱动人生
U,471,http://static.cnbetacdn.com/topics/um_logo.png,UM 悠米视频聊天
U,474,http://static.cnbetacdn.com/topics/11-12-12 09-30-02.gif,unispim 紫光华宇拼音
V,16,http://static.cnbetacdn.com/topics/2010-4-9 9-55-41.gif,VIA 威盛
V,60,http://static.cnbetacdn.com/topics/vmware.gif,VMware
V,231,http://static.cnbetacdn.com/topics/0012.png,VBulletin
V,410,http://static.cnbetacdn.com/topics/vtweak.gif,Vista优化大师
W,11,http://static.cnbetacdn.com/topics/12-08-26 21-30-16.gif,Windows
W,12,http://static.cnbetacdn.com/topics/fd78901a4aa9fd1.png,Windows XP
W,14,http://static.cnbetacdn.com/topics/2009-3-23 15-18-07.gif,Windows Server 2003
W,17,http://static.cnbetacdn.com/topics/048880b05eff3fc.png,Windows 2000
W,29,http://static.cnbetacdn.com/topics/1386207386.gif,Windows Small Business
W,41,http://static.cnbetacdn.com/topics/win7.gif,Windows 次世代
W,69,http://static.cnbetacdn.com/topics/winace.gif,WinACE
W,76,http://static.cnbetacdn.com/topics/96db21ed1b37aed.png,Windows 安全
W,92,http://static.cnbetacdn.com/topics/wifi.gif,WiFi
W,94,http://static.cnbetacdn.com/topics/WinIE.gif,Windows + IE
W,98,http://static.cnbetacdn.com/topics/11-12-12 10-15-00.gif,WinRAR
W,128,http://static.cnbetacdn.com/topics/535dc7e24a347df.png,网络应用 / Web Apps
W,129,http://static.cnbetacdn.com/topics/winnet.gif,Windows 通信网络
W,131,http://static.cnbetacdn.com/topics/winstore.gif,Windows 存储
W,139,http://static.cnbetacdn.com/topics/139_ms_win_mce.gif,Windows Media Center
W,146,http://static.cnbetacdn.com/topics/994bfdcfa76fce1.png,WinZip
W,180,http://static.cnbetacdn.com/topics/12-08-26 21-40-33.gif,Windows Live Messenger
W,184,http://static.cnbetacdn.com/topics/11-12-12 10-56-36.gif,Windows Phone
W,185,http://static.cnbetacdn.com/topics/2009-3-23 15-31-05.gif,Windows 个性化
W,190,http://static.cnbetacdn.com/topics/2010-4-9 7-56-01.gif,Windows X
W,241,http://static.cnbetacdn.com/topics/2511262708109df.png,Windows Server
W,247,http://static.cnbetacdn.com/topics/11-12-12 11-02-35.gif,Windows Update
W,248,http://static.cnbetacdn.com/topics/windef.gif,Windows Defender
W,254,http://static.cnbetacdn.com/topics/64e277ceeec131d.png,Windows Vista
W,259,http://static.cnbetacdn.com/topics/12-08-26 21-42-14.gif,Windows Essentials
W,264,http://static.cnbetacdn.com/topics/2009-3-23 15-21-36.gif,Windows Server 2008
